article_id,title,section,snippet
152,Heinz Squeezes Out Results,Business,Heinz (NYSE: HNZ) is probably one of the most efficiently run public companies and continues to quot;remove clutter quot; and quot;squeeze out cost quot; to improve cash management and balance sheet performance.
153,Sabres Re-Sign Forward Andrew Peters (AP),Sports,AP - Forward Andrew Peters re-signed with the Buffalo Sabres on Tuesday.
154,Microsoft Adds Desktop to MSN Toolbar,Sci/Tech,"(Article Central) Software giant Microsoft Corp. introduced a beta version of its new MSN Toolbar Suite, with new desktop search functionality that allows users to find almost any type of document, media file"
155,U.S. Expresses Concern About UAL Pensions,Business,"WASHINGTON (Reuters) - The Bush administration expressed fresh concern on Wednesday about the possibility bankrupt United Airlines &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt; might scrap its employee pension plans, which would shift the burden of paying benefits to the government."
156,"Braves Score 8 in 2nd Inning, Beat Dodgers (AP)",Sports,"AP - Chipper Jones' three-run homer capped an eight-run second inning, J.D. Drew hit a two-run double and the Atlanta Braves beat the Los Angeles Dodgers 10-1 on Sunday for a split of the four-game series."
157,Nikkei Up 1.6 Percent by on Wall St Jump (Reuters),Business,"Reuters - Japan's Nikkei average rose 1.62 percent\by midsession on Thursday as investors, cheered by a jump in\U.S. stocks, bought a broad range of shares including those\they had avoided recently due partly to doubts about U.S.\demand."
158,B of A sets plans to move wealth management operation to Boston,Business,"Bank of America Corp., following pressure from Massachusetts authorities to justify job cuts and movement of business lines out of state, today unveiled plans to locate its wealth-management business in Boston."
159,Sick Florida smokers ask top court to restore \$145 billion damage &lt;b&gt;...&lt;/b&gt;,Business,"Sick Florida smokers yesterday urged Florida #39;s highest court to punish the tobacco industry for quot;fraud and deceit quot; by restoring a \$145 billion class-action award, the largest ever by a US jury."
160,Davidson #39;s F1 test with Williams in limbo,Sports,"According to some reports, Honda are prepared to put their foot down on Davidson #39;s planned outing with the rival F1 team next month in Jerez, Spain."
161,Finnish Watchdog Raps TV Game Operators,Sci/Tech,HELSINKI (Reuters) - Finland's consumer watchdog said on Monday it had reprimanded broadcasters for causing children to run up huge mobile phone bills with interactive television game and chat programs.
162,Losses continue for Thomas Cook,Business,Tour operator Thomas Cook makes a 196m (286.7m euro) loss in the first nine months of the year but says its overall financial position has improved.
163,Santos helps UNH assure winning season,Sports,"Ricky Santos amassed 216 yards of total offense and passed for one touchdown as New Hampshire defeated Atlantic 10 rival Rhode Island, 27-3, yesterday in South Kingstown, R.I., to assure its first winning season since 2000. Santos completed 9 of 15 passes for 170 yards and rushed for 46 yards on nine carries to lead the Wildcats (7-2, 4-2). The ..."
164,Stewart to start serving prison time by Oct. 8,Business,"NEW YORK -- Martha Stewart must report to prison by Oct. 8, a federal judge ruled Tuesday in granting the celebrity homemaker #39;s request to begin serving her sentence for lying about a stock sale."
165,"Kerry Links Iraq War Cost, Domestic Woes",World,"WASHINGTON - Democrat John Kerry links the cost of the Iraq war to problems at home and vows in a new television ad to both ""defend America and fight for the middle class."" ""200 billion dollars. That's what we are spending in Iraq because George Bush chose to go it alone,"" Kerry says in the ad, to start airing Monday in 13 competitive states where he is on the air..."
166,Security Fears Still Blocking WLAN Adoption,Sci/Tech,"Despite the best efforts of the Wi-Fi industry to assure companies wireless networking is safe in the workplace, a new survey of executives finds security remains the leading barrier to WLAN adoption."
167,Hurricanes may have upset NASA #39;s schedule,Sci/Tech,"Hurricanes Charley, Frances and Ivan have cost NASA a least a week #39;s worth of work and upset its tight schedule for resuming shuttle flights, throwing into doubt the"
168,Report: Ole Miss Fires Cutcliffe,Sports,"OXFORD, Miss. -- Mississippi coach David Cutcliffe was fired Wednesday after his first losing season in six years with the Rebels, a source close to the football program told The Associated Press."
169,DoCoMo to Offer Overseas Roaming-Capable 3G Phones (Reuters),Sci/Tech,"Reuters - Top Japanese wireless carrier NTT DoCoMo\(9437.T) said on Thursday it would launch a 3G phone equipped\for use overseas and including a video conferencing function,\getting a leg-up on its closest rival, KDDI Corp. (9433.T)."
170,Risks on both sides seen in Kobe Bryant civil case,Sports,"EAGLE, Colo. -- In pressing on with her civil suit against NBA star Kobe Bryant, the woman accusing him of rape will not have to meet the higher standard of proof required in a criminal case."
171,Australian campaign gets underway,World,Australia #39;s political leaders have hit the hustings with a blitz of the airwaves to set the tone for the country #39;s longest election campaign in 20 years -- who do voters trust?
172,Australia #39;s Howard sees  quot;very close quot; vote,World,"Just four days before a closely fought election, Australian Prime Minister John Howard says he faces a tough battle despite an opinion poll showing his conservative government ahead of opposition Labour."
173,POLL- Managers Eye Stocks Post-Election (Reuters),Business,"Reuters - U.S. money managers took the\re-election of President Bush as a cue to make a significant\shift to stocks from bonds after months of hesitation, a new\Reuters asset allocation poll shows."
174,"Rapids 3, Wizards 1",Sports,"Joe Cannon stopped a shot from close range in the 76th minute and a penalty kick five minutes later, helping the Colorado Rapids to a 3-1 victory over the Kansas City Wizards on Friday night."
175,Shanghai set for Formula One race,World,China is hosting its first Formula One Grand Prix on a gleaming new \$240 million circuit in Shanghai.
176,Kashmiri militant leader criticises Musharraf plan (Reuters),World,"Reuters - The head of a leading Kashmiri guerrilla group on Wednesday criticised President Pervez Musharraf's proposals to end the decades-old Kashmir dispute with India, saying it was a sign of weakness."
177,Dollar Rebounds But Tone Is Wary on Jobs,Business,NEW YORK (Reuters) - The dollar rebounded on Monday after last week's heavy sell-off but analysts were uncertain if the rally would hold after fresh economic data suggested the December U.S. jobs report due Friday might not live up to market expectations.
178,Najaf mosque reportedly hit as standoff goes on,World,Reports from Iraq say US forces have hit part of a holy Shiite shrine in Najaf where rebels have been locked in a two-week standoff with US-led forces.
179,Web site compares drugs for  #39;best buys #39;,Business,"The publisher of Consumer Reports launched a free Web site Thursday to do for prescription drugs what it has already done for cars, refrigerators and other gadgets: rate them on safety, effectiveness and cost."
180,Bomb threat raises security concerns; evacuation could set bad &lt;b&gt;...&lt;/b&gt;,Sports,Spanish authorities won praise Monday for clearing Santiago Bernabeu Stadium in just minutes after receiving a bomb threat - but Real Madrid #39;s president said it set a bad precedent to suspend the match.
181,Putin #39;s War If Putin Refuses to Change Course Russia #39;s Future is &lt;b&gt;...&lt;/b&gt;,World,"The bloody end to the hostage crisis in Russia leaves unfathomable human suffering. More than three hundred children, parents and teachers died in the gruesome 52-hour siege that began"
182,Cingular to Upgrade Data Network,Sci/Tech,"Cingular Wireless announced plans to upgrade its high-speed data network, allowing faster downloads on many home broadband connections."
183,Frances #39; fallout seen short-lived on Fla. economy,Business,"Frances, the second major hurricane to strike Florida in three weeks, has stung tourism, agriculture and other industries, but the state #39;s economy is expected to"
184,Microsoft Sees Music Opportunity in Cell Phones,Sci/Tech,AMSTERDAM (Reuters) - U.S. software giant Microsoft is aiming to get its audio and video software into mobile phones before it is beaten to the 650-million-handsets-a-year market by rivals like Apple.
